ID,monthlyRent(us_dollar)
Test_0000,183.196552418894
Test_0001,253.44359428005083
Test_0002,327.82668302352215
Test_0003,175.98288266582006
Test_0004,79.80859939624133
Test_0005,134.9390880266065
Test_0006,479.31573422206503
Test_0007,270.97686085876
Test_0008,360.90106063435735
Test_0009,230.2071885025133
Test_0010,932.3699780560097
Test_0011,296.8483888587265
Test_0012,150.7131128042925
Test_0013,335.2600850365389
Test_0014,265.30778679657914
Test_0015,155.6204940829836
Test_0016,110.25403587079806
Test_0017,143.09183849874964
Test_0018,427.78324518151885
Test_0019,297.5606346813285
Test_0020,210.8355615625723
Test_0021,145.0420938769176
Test_0022,187.2080332955329
Test_0023,332.2184675182166
Test_0024,175.6858458499679
Test_0025,699.2695609663962
Test_0026,172.519543260634
Test_0027,244.50255493123097
Test_0028,138.12694779646924
Test_0029,387.1411456231758
Test_0030,194.81012332278092
Test_0031,388.63121203454943
Test_0032,331.3894129511211
Test_0033,354.2533929889547
Test_0034,238.64116952480293
Test_0035,304.00191630652927
Test_0036,327.3360836978643
Test_0037,168.99305062276585
Test_0038,215.35398143518165
Test_0039,784.1925048205122
Test_0040,303.12566388543723
Test_0041,120.91214481745763
Test_0042,196.1506096905699
Test_0043,458.7206312461101
Test_0044,262.4078116207963
Test_0045,457.23397015375184
Test_0046,309.96159026906594
Test_0047,160.5028757699847
Test_0048,168.16283907586453
Test_0049,930.3307076875683
Test_0050,524.6341592211452
Test_0051,281.64599689430247
Test_0052,162.0953622326149
Test_0053,373.3952280193442
Test_0054,374.34893848902976
Test_0055,197.87510097973427
Test_0056,358.19297933901987
Test_0057,419.0102279280948
Test_0058,150.31841021749898
Test_0059,562.4467644668788
Test_0060,337.0263206257982
Test_0061,255.32937001683865
Test_0062,195.14317208871063
Test_0063,165.5191036954297
Test_0064,885.6632550115593
Test_0065,198.63597059231407
Test_0066,259.73534942190196
Test_0067,535.588841508016
Test_0068,577.8648683076607
Test_0069,214.28275089322844
Test_0070,870.5300006170738
Test_0071,242.99366938809226
Test_0072,107.21471787779183
Test_0073,420.65783947187316
Test_0074,80.4926252334656
Test_0075,134.599139023432
Test_0076,171.10512376802757
Test_0077,238.57656774258845
Test_0078,505.71359864996464
Test_0079,414.64650006109684
Test_0080,418.29662973224725
Test_0081,462.04533992706376
Test_0082,359.9941794998327
Test_0083,240.48501454947282
Test_0084,470.6279543787117
Test_0085,110.05154235663751
Test_0086,262.1753929729745
Test_0087,340.5448871654442
Test_0088,391.5834577113873
Test_0089,175.24696151790405
Test_0090,202.9932403284254
Test_0091,600.2394133622345
Test_0092,280.0656376160813
Test_0093,237.30981520839524
Test_0094,187.67787411307683
Test_0095,81.71665370043975
Test_0096,172.64456353087223
Test_0097,281.1065801008099
Test_0098,501.57826499176554
Test_0099,919.7212886060313
Test_0100,129.04977239514977
Test_0101,285.57381646714447
Test_0102,132.80023825699274
Test_0103,246.57760555014465
Test_0104,268.0912242836974
Test_0105,104.72753597169522
Test_0106,353.34064783931115
Test_0107,164.02498829871107
Test_0108,248.28758748005367
Test_0109,179.46807613232846
Test_0110,768.1602016552795
Test_0111,121.74198411795065
Test_0112,172.519543260634
Test_0113,225.96676335850898
Test_0114,264.9579889623823
Test_0115,439.86267964975167
Test_0116,421.0820496578804
Test_0117,283.7692948916258
Test_0118,178.49546193892135
Test_0119,284.1888847103409
Test_0120,376.61757851840304
Test_0121,214.75747553437017
Test_0122,348.4972566041484
Test_0123,110.5046834189883
Test_0124,247.80728068565688
Test_0125,264.8846648282878
Test_0126,372.48085290433187
Test_0127,210.0103733430719
Test_0128,776.3361148006194
Test_0129,164.67633506466532
Test_0130,261.67581967244814
Test_0131,410.3365994866968
Test_0132,977.5321206015138
Test_0133,335.018457465433
Test_0134,212.36442322511206
Test_0135,367.8709297000264
Test_0136,266.127158282534
Test_0137,149.96720817337373
Test_0138,702.3859011151835
Test_0139,99.20958041811824
Test_0140,269.0421854849137
Test_0141,486.09488675107536
Test_0142,242.33683778838167
Test_0143,184.52239519829604
Test_0144,136.83683577179426
Test_0145,396.33784008192987
Test_0146,159.28307824545678
Test_0147,232.28023301213202
Test_0148,456.5087667205611
Test_0149,332.5332888084241
Test_0150,751.7099515010849
Test_0151,156.00965584943486
Test_0152,165.00011692059167
Test_0153,182.56075868406035
Test_0154,105.8604064453511
Test_0155,173.9563417827053
Test_0156,356.65952234729855
Test_0157,201.13759779693933
Test_0158,316.58950253799384
Test_0159,145.40717689768138
Test_0160,602.7188845502254
Test_0161,184.6547768531967
Test_0162,253.33737606108204
Test_0163,404.93100113098257
Test_0164,161.7763784272841
Test_0165,263.6727560315089
Test_0166,457.8345063953436
Test_0167,374.225629280936
Test_0168,141.8038458800663
Test_0169,415.7534753815557
Test_0170,194.36158715949645
Test_0171,157.21309818621742
Test_0172,216.0098429017083
Test_0173,488.33794849994257
Test_0174,113.06099923516501
Test_0175,355.8771946181514
Test_0176,183.80229393435442
Test_0177,977.5321206015138
Test_0178,229.72631902180402
Test_0179,154.04907142142213
Test_0180,913.490214403608
Test_0181,370.6170676346131
Test_0182,684.9664444925796
Test_0183,177.92519708111777
Test_0184,395.05037821012894
Test_0185,238.58262425536705
Test_0186,757.2665274761899
Test_0187,160.3115764104207
Test_0188,152.13169865106235
Test_0189,212.5432795068274
Test_0190,366.26730487222625
Test_0191,141.3255494952255
Test_0192,287.80118346887974
Test_0193,214.57774531314257
Test_0194,483.3537097334171
Test_0195,401.49763560495234
Test_0196,564.1396852101665
Test_0197,257.01019790759625
Test_0198,536.4790583779647
Test_0199,147.0991463613398
Test_0200,415.3569442031429
Test_0201,206.26336460647784
Test_0202,183.00713663032926
Test_0203,289.080462176742
Test_0204,191.96221085589966
Test_0205,93.69235186506204
Test_0206,215.02235435546658
Test_0207,156.90606544453175
Test_0208,278.6186341244561
Test_0209,178.09270254261742
Test_0210,364.81053656015473
Test_0211,458.94577764762107
Test_0212,334.05048028135025
Test_0213,264.4222214394957
Test_0214,403.13270327699445
Test_0215,267.5184598753466
Test_0216,511.34565433093985
Test_0217,177.2271857785187
Test_0218,720.5665069732235
Test_0219,126.24896268173191
Test_0220,175.3574996565001
Test_0221,307.0251043955006
Test_0222,347.1411963633248
Test_0223,294.2488471117944
Test_0224,181.32780988609315
Test_0225,93.72713262957008
Test_0226,361.15298534708666
Test_0227,74.39424987259541
Test_0228,144.40371573813306
Test_0229,271.7773583121165
Test_0230,339.17816904980896
Test_0231,285.0706483397353
Test_0232,193.4162165337164
Test_0233,122.72335425150139
Test_0234,110.95875834185011
Test_0235,252.62120768954125
Test_0236,198.943565473518
Test_0237,77.66615681089309
Test_0238,104.56836793901682
Test_0239,203.41916096291294
Test_0240,297.8076340400843
Test_0241,230.2071885025133
Test_0242,160.00080977931546
Test_0243,564.553565470272
Test_0244,377.0057320883869
Test_0245,351.0159880655234
Test_0246,408.5214869907577
Test_0247,185.37864550900318
Test_0248,408.91929198475094
Test_0249,208.9987286618188
Test_0250,411.1011201321153
Test_0251,213.76103036401963
Test_0252,111.62460585185102
Test_0253,147.9129155277695
Test_0254,146.03786042042933
Test_0255,367.7539335810859
Test_0256,288.71231187501064
Test_0257,108.13305770456097
Test_0258,519.1538619316806
Test_0259,323.84570583234154
Test_0260,476.70371649899084
Test_0261,808.0077249980943
Test_0262,911.2945029350366
Test_0263,382.23387088227787
Test_0264,156.58073619700957
Test_0265,178.2701141776283
Test_0266,197.84718177854555
Test_0267,141.00528435421643
Test_0268,189.78193981878226
Test_0269,362.68114954306105
Test_0270,335.60419137132516
Test_0271,276.8216955152426
Test_0272,114.35083715202651
Test_0273,353.7073515723722
Test_0274,286.00068653695985
Test_0275,188.9852470449947
Test_0276,156.01836144251538
Test_0277,285.3030433481768
Test_0278,880.0347159440364
Test_0279,152.77959179415626
Test_0280,303.8486101761125
Test_0281,431.5134172888539
Test_0282,106.61027545756868
Test_0283,247.57348379064504
Test_0284,322.8841107583242
Test_0285,167.85393096628104
Test_0286,177.06634155817147
Test_0287,563.3047446589032
Test_0288,218.53734440911188
Test_0289,473.3288584924335
Test_0290,691.7156718639404
Test_0291,819.8840713981199
Test_0292,104.00963195624438
Test_0293,178.98637524309757
Test_0294,265.8652718474332
Test_0295,453.70966939646394
Test_0296,362.08425965930167
Test_0297,362.93762765554624
Test_0298,244.73310213291978
Test_0299,184.69192754026255
Test_0300,920.0056271287551
Test_0301,269.150032815795
Test_0302,163.2650937225391
Test_0303,238.92978674963493
Test_0304,183.1305037281376
Test_0305,667.801315494714
Test_0306,348.20821934750774
Test_0307,162.16978059577903
Test_0308,108.51256804255323
Test_0309,226.6278676225702
Test_0310,185.15802586678174
Test_0311,372.6456269170463
Test_0312,346.43514075335077
Test_0313,278.1739546251351
Test_0314,169.74821142823887
Test_0315,289.81923637159895
Test_0316,354.5084770414962
Test_0317,474.79051626329993
Test_0318,109.91378472354693
Test_0319,161.79053250588345
Test_0320,121.8405236445348
Test_0321,179.1161922847846
Test_0322,327.28421564367704
Test_0323,194.5498444878437
Test_0324,623.3337272870766
Test_0325,267.10620791643487
Test_0326,259.81974133214317
Test_0327,150.86958270232168
Test_0328,238.98505641814617
Test_0329,80.02322391452077
Test_0330,243.68724965546303
Test_0331,133.1176895498183
Test_0332,275.61763170152153
Test_0333,1116.9044982708629
Test_0334,366.78714196421356
Test_0335,332.2184675182166
Test_0336,160.77635971531555
Test_0337,372.0910093892616
Test_0338,458.1510637609921
Test_0339,389.1281844574035
Test_0340,140.7549050627105
Test_0341,371.2854745008104
Test_0342,143.55137586967592
Test_0343,283.15560562044925
Test_0344,348.9861175192011
Test_0345,392.4399470755413
Test_0346,208.66653897120727
Test_0347,297.354002910713
Test_0348,119.59428872486572
Test_0349,263.90260646863186
Test_0350,283.2249984931886
Test_0351,372.0036276351046
Test_0352,342.5123714160745
Test_0353,229.3157462177207
Test_0354,277.93818484776
Test_0355,167.15778366027183
Test_0356,342.76798318930196
Test_0357,507.10442734010525
Test_0358,960.6141719178827
Test_0359,391.5834577113873
Test_0360,193.69071513191935
Test_0361,185.17836886524023
Test_0362,280.9776296811904
Test_0363,180.14047148977508
Test_0364,536.6967162227264
Test_0365,906.4712004793956
Test_0366,449.5109499610438
Test_0367,341.8361205699482
Test_0368,331.6876085986774
Test_0369,225.32360194408815
Test_0370,323.47660843444703
Test_0371,1186.999417146729
Test_0372,241.91452654948355
Test_0373,269.83247247200006
Test_0374,389.79092837081276
Test_0375,275.80799345389863
Test_0376,260.297848897982
Test_0377,236.7888796507583
Test_0378,184.75500279766558
Test_0379,342.8379770413478
Test_0380,611.1075043358244
Test_0381,198.7333583789833
Test_0382,821.1978988824027
Test_0383,132.27999677449688
Test_0384,728.4866497533652
Test_0385,332.2184675182166
Test_0386,315.43557846525084
Test_0387,392.39841308762243
Test_0388,138.95810607726872
Test_0389,350.6369557088924
Test_0390,89.89898125545915
Test_0391,149.56124885145744
Test_0392,215.38628513078416
Test_0393,155.0088855197408
Test_0394,131.57831370042598
Test_0395,120.17592535394259
Test_0396,238.57656774258845
Test_0397,129.32668685462198
Test_0398,428.5288978393428
Test_0399,592.6579122648624
Test_0400,279.51055171144475
Test_0401,411.0415964926737
Test_0402,212.20615128370866
Test_0403,225.07535283545877
Test_0404,366.0957138594841
Test_0405,747.4047730829401
Test_0406,109.23415799806803
Test_0407,195.45493606917046
Test_0408,160.5289735413093
Test_0409,479.4278020669817
Test_0410,494.1558208179096
Test_0411,79.09662636384434
Test_0412,1089.134436704246
Test_0413,186.38068140924398
Test_0414,428.5234960920058
Test_0415,380.42631733306314
Test_0416,602.6787151123544
Test_0417,275.26731690431967
Test_0418,380.5583366608591
Test_0419,383.7790152323933
Test_0420,280.56888671491396
Test_0421,397.92999513020004
Test_0422,267.5279822130621
Test_0423,431.96130820851096
Test_0424,112.58740545336578
Test_0425,73.57937599066709
Test_0426,469.78774705404413
Test_0427,1072.3687571192775
Test_0428,369.7522645331729
Test_0429,150.04674729306748
Test_0430,108.48932716257737
Test_0431,240.07112972779157
Test_0432,915.6013744353929
Test_0433,187.7153223162192
Test_0434,467.85806854054937
Test_0435,91.74327930949767
Test_0436,355.69951454101493
Test_0437,437.867676221925
Test_0438,237.36684188567017
Test_0439,116.4725627125959
Test_0440,174.84222686186004
Test_0441,1077.6696820104598
Test_0442,229.311375834741
Test_0443,396.2198379890155
Test_0444,193.25717015092926
Test_0445,1034.197481242873
Test_0446,254.53031587207042
Test_0447,779.2600412281113
Test_0448,230.92561016454695
Test_0449,170.5497023851446
Test_0450,141.1762826574284
Test_0451,109.23256580338541
Test_0452,393.9254011256038
Test_0453,124.88945247516769
Test_0454,128.15408617337079
Test_0455,119.32907986707218
Test_0456,413.5395366364485
Test_0457,1148.0220458862448
Test_0458,932.5038299137094
Test_0459,145.59292481076116
Test_0460,156.27155635419317
Test_0461,191.03823642499802
Test_0462,403.4135089049317
Test_0463,492.46266083627694
Test_0464,395.227834170703
Test_0465,160.7505105838944
Test_0466,128.55420325379586
Test_0467,332.2184675182166
Test_0468,120.64507292791815
Test_0469,175.3490728902578
Test_0470,434.12729404332936
Test_0471,285.59261594675604
Test_0472,266.9621800352266
Test_0473,476.7907319011845
Test_0474,376.1801122565383
Test_0475,261.53499946170655
Test_0476,212.6372688557712
Test_0477,87.02031918869025
Test_0478,211.3046434731634
Test_0479,163.42938027041401
Test_0480,529.835297963685
Test_0481,201.86254338933438
Test_0482,134.19963655381474
Test_0483,297.6319623961243
Test_0484,331.01359507969784
Test_0485,626.8744000063856
Test_0486,895.8077403582564
Test_0487,185.5148595060111
Test_0488,464.35742296629627
Test_0489,337.09880011639314
Test_0490,146.96797628603798
Test_0491,62.67467570032935
Test_0492,149.28979943193866
Test_0493,397.86635616654786
Test_0494,263.99184753663076
Test_0495,416.5056178208578
Test_0496,438.2015861349562
Test_0497,235.5646470846684
Test_0498,126.98429028754013
Test_0499,192.17308736616758
Test_0500,295.3909816122308
Test_0501,332.2184675182166
Test_0502,398.760122107523
Test_0503,177.3175178439533
Test_0504,239.48933926225294
Test_0505,138.4203541759849
Test_0506,389.426408650387
Test_0507,243.97494508526884
Test_0508,111.16201883868703
Test_0509,102.90246706469883
Test_0510,305.66210171985716
Test_0511,236.25382052286696
Test_0512,127.39761907238513
Test_0513,193.32655809673741
Test_0514,375.11039670291495
Test_0515,422.81959794570946
Test_0516,358.19863656973314
Test_0517,120.2242676146006
Test_0518,105.0643600283154
Test_0519,175.5076344950602
Test_0520,403.9895119116253
Test_0521,187.5898080076296
Test_0522,388.870214991437
Test_0523,110.39609371942103
