ID,monthlyRent(us_dollar)
Test_0000,181.3149266277513
Test_0001,253.370165799463
Test_0002,324.3950194875827
Test_0003,173.7298660258399
Test_0004,79.83183657842895
Test_0005,133.82616955600474
Test_0006,481.310944302818
Test_0007,270.734627856973
Test_0008,358.59639374071554
Test_0009,228.420407937847
Test_0010,933.5672286024289
Test_0011,296.51835886483894
Test_0012,152.10406762568311
Test_0013,333.8485546534096
Test_0014,265.2037699259022
Test_0015,155.74087623033796
Test_0016,109.657141905343
Test_0017,142.60444060895023
Test_0018,426.30721738829266
Test_0019,296.440140579568
Test_0020,208.73654155454798
Test_0021,142.75185466100083
Test_0022,185.1335234623915
Test_0023,331.8150302723447
Test_0024,174.842321071225
Test_0025,700.6927359978059
Test_0026,172.0853233782944
Test_0027,243.40649695662893
Test_0028,138.7792444301007
Test_0029,385.7070496255953
Test_0030,197.17837567372348
Test_0031,387.39368661758937
Test_0032,329.67779694750294
Test_0033,351.3410394030103
Test_0034,238.37844377898108
Test_0035,305.5269622190207
Test_0036,332.5183805712169
Test_0037,168.32002784370547
Test_0038,214.96759279268386
Test_0039,781.2180785358721
Test_0040,308.2472497921318
Test_0041,121.3193829199068
Test_0042,198.35165870588978
Test_0043,460.5398371686041
Test_0044,260.55358409554185
Test_0045,457.1358851958524
Test_0046,313.7816754235571
Test_0047,161.09225399937688
Test_0048,169.15886976096039
Test_0049,927.11229520359
Test_0050,524.2319863692176
Test_0051,284.84387248947525
Test_0052,163.38706989544866
Test_0053,376.3656881541112
Test_0054,377.9734406982486
Test_0055,197.7930073280741
Test_0056,354.6217732581717
Test_0057,419.3644971183919
Test_0058,151.39777381330902
Test_0059,564.2562681977037
Test_0060,337.7628291507363
Test_0061,252.89562944284435
Test_0062,194.92269980262358
Test_0063,166.92633711692469
Test_0064,876.9554001381082
Test_0065,200.48927801293243
Test_0066,257.64382936198257
Test_0067,537.1796045169049
Test_0068,571.671027762857
Test_0069,211.95230789112196
Test_0070,864.9218588483078
Test_0071,243.26464568786446
Test_0072,108.2901763533802
Test_0073,402.4548841982993
Test_0074,81.1922658306703
Test_0075,134.29139248916465
Test_0076,169.87349377819845
Test_0077,241.72979755508334
Test_0078,505.67536226175156
Test_0079,409.0304471172182
Test_0080,421.223248056357
Test_0081,458.56475478090425
Test_0082,357.0782484384862
Test_0083,240.69478861832712
Test_0084,469.46461107483094
Test_0085,109.0115554738245
Test_0086,262.5060390133171
Test_0087,336.8875214532788
Test_0088,389.9299957416382
Test_0089,175.87171841395252
Test_0090,203.74623124886628
Test_0091,601.7299200647648
Test_0092,280.92254703261506
Test_0093,241.722818095481
Test_0094,185.90615543441058
Test_0095,81.5776677306673
Test_0096,171.08900766842285
Test_0097,288.6098313079677
Test_0098,504.576574350626
Test_0099,893.2240316257812
Test_0100,128.52163027494413
Test_0101,288.0476558343115
Test_0102,132.58770618360995
Test_0103,244.32184417474764
Test_0104,269.1347746251479
Test_0105,104.33796324574607
Test_0106,353.421445670005
Test_0107,165.05822775863626
Test_0108,246.33013612981406
Test_0109,179.2007984638564
Test_0110,779.7120287839732
Test_0111,120.71283125853877
Test_0112,172.0853233782944
Test_0113,226.8388462985014
Test_0114,266.7569433066514
Test_0115,437.659840556294
Test_0116,421.2921687878006
Test_0117,284.2222625565478
Test_0118,178.74499779331035
Test_0119,281.5254986761326
Test_0120,375.67011937575575
Test_0121,214.61919546445867
Test_0122,347.4144303863335
Test_0123,111.47127868955546
Test_0124,248.5630367857671
Test_0125,267.2020775438824
Test_0126,373.6253041740673
Test_0127,208.39333033177752
Test_0128,777.5321296122629
Test_0129,164.76163132535044
Test_0130,259.7006137413174
Test_0131,404.5568558157488
Test_0132,969.5204936471661
Test_0133,334.44602104539
Test_0134,220.3105309387529
Test_0135,368.51129864369403
Test_0136,272.1624213455797
Test_0137,149.7165996788632
Test_0138,695.1351377104018
Test_0139,98.48513487815323
Test_0140,271.14380570374834
Test_0141,486.6608466501425
Test_0142,241.85660872355908
Test_0143,181.20488129175772
Test_0144,137.478754382379
Test_0145,394.8093292770319
Test_0146,161.13131417986529
Test_0147,236.51533979051626
Test_0148,447.30893015129186
Test_0149,330.1908395958024
Test_0150,743.7094617407346
Test_0151,156.34727274274434
Test_0152,165.0917151485305
Test_0153,181.82855126858232
Test_0154,105.33473800955765
Test_0155,174.1854762199288
Test_0156,362.56784068855114
Test_0157,201.5360619921798
Test_0158,314.11370781720365
Test_0159,139.29520973237845
Test_0160,596.2628317937902
Test_0161,186.61284627443302
Test_0162,250.51144075913967
Test_0163,403.33702978175
Test_0164,162.01283648604073
Test_0165,262.9612044501812
Test_0166,456.34999967030905
Test_0167,375.2947340321257
Test_0168,140.37125550580643
Test_0169,412.275907311044
Test_0170,192.41043992423633
Test_0171,156.99452389337117
Test_0172,216.09321277359365
Test_0173,485.7757042130248
Test_0174,112.88905342734654
Test_0175,352.3627292249595
Test_0176,183.94792842433037
Test_0177,969.5204936471661
Test_0178,228.65146174849403
Test_0179,154.18471825189732
Test_0180,917.4451230157273
Test_0181,375.48819654548106
Test_0182,687.3417614082531
Test_0183,177.35529341879564
Test_0184,392.85803810692164
Test_0185,238.14019884774868
Test_0186,765.0964791645437
Test_0187,160.6637050355664
Test_0188,152.3173127697425
Test_0189,212.15328035713998
Test_0190,366.6467126761801
Test_0191,143.24515516534214
Test_0192,287.42911129606085
Test_0193,216.21178125844858
Test_0194,494.78881998706265
Test_0195,399.6033422000794
Test_0196,560.7141560611044
Test_0197,256.009946653751
Test_0198,550.3807166705257
Test_0199,149.2799633571854
Test_0200,418.0125528125829
Test_0201,207.51326703629698
Test_0202,187.52366075055656
Test_0203,288.2387757507078
Test_0204,192.34601781111465
Test_0205,92.83441412403529
Test_0206,219.2855867433337
Test_0207,156.32707435014004
Test_0208,278.66018137925056
Test_0209,179.2820632465706
Test_0210,362.3486715969358
Test_0211,458.21104571526166
Test_0212,333.959856660383
Test_0213,262.6732100192599
Test_0214,402.20388962534975
Test_0215,268.28140349314833
Test_0216,509.4087889163402
Test_0217,176.81644128262093
Test_0218,712.9258834870518
Test_0219,124.88987823930736
Test_0220,174.87727070555178
Test_0221,310.34392461571326
Test_0222,344.9692579642071
Test_0223,293.6927042511005
Test_0224,179.43818877804247
Test_0225,93.25493658058453
Test_0226,364.03720174973887
Test_0227,74.03583974420782
Test_0228,143.94755280316218
Test_0229,273.225626889401
Test_0230,338.9044139560744
Test_0231,284.45276071015235
Test_0232,193.82723563435653
Test_0233,123.55224582769073
Test_0234,111.82483363141871
Test_0235,254.603932786922
Test_0236,199.74919863020006
Test_0237,78.28715998792308
Test_0238,108.08219686911603
Test_0239,203.22372056220834
Test_0240,299.39034867242833
Test_0241,228.420407937847
Test_0242,159.9685946191893
Test_0243,558.8467444897041
Test_0244,376.5926965853663
Test_0245,351.89264320794774
Test_0246,404.35888875207144
Test_0247,182.66363835927666
Test_0248,414.18642544175964
Test_0249,208.4734000903229
Test_0250,410.73229215943036
Test_0251,217.81504934626295
Test_0252,112.49347520819782
Test_0253,146.96052159437778
Test_0254,146.2650025696364
Test_0255,371.0624147659777
Test_0256,286.5001544200593
Test_0257,111.15676733797179
Test_0258,515.5578952478352
Test_0259,325.19130858431737
Test_0260,474.189341964711
Test_0261,795.6243870397377
Test_0262,905.9888202039378
Test_0263,379.3909234580872
Test_0264,156.95886746357652
Test_0265,177.74143967355107
Test_0266,196.36589808781338
Test_0267,139.48864066442925
Test_0268,188.38574842482404
Test_0269,359.38350208865467
Test_0270,338.8699498688019
Test_0271,276.15287779145456
Test_0272,119.3147009939163
Test_0273,354.1704710698794
Test_0274,284.5209955489748
Test_0275,188.81086000811658
Test_0276,154.66926650849578
Test_0277,285.9447705329314
Test_0278,871.4301294691606
Test_0279,156.85864605302493
Test_0280,304.2326956964648
Test_0281,430.8703456369408
Test_0282,106.88378574871219
Test_0283,245.0369582992435
Test_0284,324.46498145323113
Test_0285,169.69170417683594
Test_0286,176.9722842853316
Test_0287,562.3800672008928
Test_0288,219.7285060353253
Test_0289,462.6364730828518
Test_0290,699.3578284590224
Test_0291,811.0865707623582
Test_0292,104.75400416356563
Test_0293,180.07657384921018
Test_0294,267.35879142569485
Test_0295,456.3146214282119
Test_0296,364.4569223948308
Test_0297,361.5868352842044
Test_0298,244.82418491344973
Test_0299,195.37114104266124
Test_0300,918.715059001723
Test_0301,268.8646526024399
Test_0302,163.77918545164573
Test_0303,238.43040100401257
Test_0304,186.6948648615378
Test_0305,663.19060537457
Test_0306,349.58893609400826
Test_0307,164.09909355530922
Test_0308,110.77034943303181
Test_0309,224.75549361969092
Test_0310,182.39858473887372
Test_0311,373.02822258426283
Test_0312,349.17669089436197
Test_0313,276.16449294456703
Test_0314,168.10595329526447
Test_0315,290.76205007653215
Test_0316,354.2872128170681
Test_0317,485.4930167746
Test_0318,110.26465470644631
Test_0319,159.8318947680682
Test_0320,123.89440358200294
Test_0321,178.6157768315331
Test_0322,328.1510684119962
Test_0323,196.4412203370668
Test_0324,623.1707006814129
Test_0325,264.4003703429171
Test_0326,263.4394842600722
Test_0327,150.38000390889815
Test_0328,248.47695942405622
Test_0329,81.16124501264851
Test_0330,242.5745819013287
Test_0331,134.80710126264256
Test_0332,273.15023824429
Test_0333,1108.476611848598
Test_0334,370.3797861556533
Test_0335,331.8150302723447
Test_0336,163.37501790973886
Test_0337,372.47663671621183
Test_0338,452.7852144251871
Test_0339,390.1494823707174
Test_0340,141.02372179426916
Test_0341,372.63196201818727
Test_0342,143.61789845833493
Test_0343,280.0846309036209
Test_0344,349.0888985434224
Test_0345,391.5307444396281
Test_0346,208.2147365169441
Test_0347,296.7006919573152
Test_0348,119.45806579178642
Test_0349,267.34574645614106
Test_0350,282.6112243566079
Test_0351,375.80668665307905
Test_0352,338.91902558103766
Test_0353,229.41598572315274
Test_0354,279.3875597571482
Test_0355,167.34565850908834
Test_0356,340.53236514565936
Test_0357,512.8542988385101
Test_0358,950.1940857532846
Test_0359,389.9299957416382
Test_0360,192.28616684363533
Test_0361,190.52275967281065
Test_0362,288.53149419292174
Test_0363,179.46702625380652
Test_0364,540.5071797650232
Test_0365,909.4853675734793
Test_0366,443.0809708557726
Test_0367,342.36978069174086
Test_0368,330.6118097371499
Test_0369,221.08872664476908
Test_0370,324.52444713121656
Test_0371,1208.4301645535943
Test_0372,242.16267636248517
Test_0373,269.09107922123724
Test_0374,390.67445665613366
Test_0375,276.7865961857069
Test_0376,257.63188744717854
Test_0377,237.98857039231405
Test_0378,186.20849903664853
Test_0379,341.67296847511324
Test_0380,614.8026942433386
Test_0381,199.2780644950662
Test_0382,804.3915526057572
