ID,monthlyRent(us_dollar)
Test_0000,189.76136272459843
Test_0001,241.07599539658418
Test_0002,321.72548714157074
Test_0003,178.34019413201483
Test_0004,79.34637864909834
Test_0005,132.48729985139695
Test_0006,494.0738291381985
Test_0007,271.4369349043333
Test_0008,358.09857185811256
Test_0009,227.59303243698238
Test_0010,943.2470400648587
Test_0011,302.5904948825403
Test_0012,148.6360431699981
Test_0013,341.9798638290997
Test_0014,264.90335649009614
Test_0015,155.47902054646232
Test_0016,110.29588114962104
Test_0017,142.33771651740787
Test_0018,432.03053412215263
Test_0019,304.12728160389025
Test_0020,213.31640160965543
Test_0021,150.69550902067644
Test_0022,185.8236130292917
Test_0023,323.14757162949695
Test_0024,177.53974365133672
Test_0025,694.916081808824
Test_0026,171.0880299071241
Test_0027,241.9663624844584
Test_0028,136.71343079127448
Test_0029,396.28196648004234
Test_0030,214.88045479161428
Test_0031,388.8513318998877
Test_0032,324.10205900977985
Test_0033,352.8401730461295
Test_0034,239.59276726667102
Test_0035,305.85712471654466
Test_0036,330.3226376690841
Test_0037,165.22254592597295
Test_0038,226.5546228863973
Test_0039,749.3134029278034
Test_0040,303.4255601344933
Test_0041,123.94604881300468
Test_0042,200.35323416512804
Test_0043,460.07353632758236
Test_0044,252.066396084747
Test_0045,460.3033664601474
Test_0046,311.1751935685651
Test_0047,166.22440227201798
Test_0048,175.39666858726238
Test_0049,922.6467938029538
Test_0050,542.0984722456709
Test_0051,279.40033083036076
Test_0052,160.82628085021497
Test_0053,376.6213323241145
Test_0054,378.02123640182697
Test_0055,195.18348419785394
Test_0056,355.29990489026034
Test_0057,428.21008780486454
Test_0058,153.64350016231836
Test_0059,532.1224439210663
Test_0060,333.7059402148447
Test_0061,250.16038910995212
Test_0062,194.10607742295252
Test_0063,166.84337090962708
Test_0064,871.7509015957439
Test_0065,220.79458818598567
Test_0066,261.4836985168214
Test_0067,539.0055798467712
Test_0068,582.706044321725
Test_0069,204.81282199886073
Test_0070,876.7100558775159
Test_0071,243.77955196877846
Test_0072,108.856595096649
Test_0073,382.45127520844574
Test_0074,77.56608731220396
Test_0075,133.50293139514633
Test_0076,169.35484014249815
Test_0077,232.0172766799969
Test_0078,503.02189354991646
Test_0079,418.96091498813865
Test_0080,423.15652472196797
Test_0081,470.6402411837014
Test_0082,361.6123146084906
Test_0083,234.75023763906682
Test_0084,479.303373919537
Test_0085,104.91944220484574
Test_0086,261.8403379768883
Test_0087,349.6984976928447
Test_0088,390.40143945908324
Test_0089,180.25073181980045
Test_0090,199.48670540605167
Test_0091,566.2727594935361
Test_0092,253.9838186749357
Test_0093,245.17519522396802
Test_0094,191.9735669668025
Test_0095,81.87332370996214
Test_0096,166.62785748297063
Test_0097,296.17860377996755
Test_0098,494.36727954703036
Test_0099,910.5857344123472
Test_0100,120.21810348102413
Test_0101,316.11862711726434
Test_0102,130.32925986338296
Test_0103,236.52313555350335
Test_0104,266.7244255441382
Test_0105,104.71550748601204
Test_0106,357.6626319318608
Test_0107,165.18931976129338
Test_0108,256.02081241553424
Test_0109,177.00093991175643
Test_0110,751.8208358591486
Test_0111,121.79006979928668
Test_0112,171.0880299071241
Test_0113,222.09058818254513
Test_0114,262.1620003999949
Test_0115,448.8214885926398
Test_0116,399.63534453791846
Test_0117,278.73600472836716
Test_0118,180.48018784247805
Test_0119,282.9171489158159
Test_0120,372.8658636631247
Test_0121,205.59724996502933
Test_0122,350.9681242585872
Test_0123,109.9619543360215
Test_0124,254.47421275796768
Test_0125,267.7286925766933
Test_0126,375.75560405839866
Test_0127,215.63830605294268
Test_0128,772.0952146090607
Test_0129,168.00291111395788
Test_0130,266.0805260924965
Test_0131,410.417500041075
Test_0132,982.1702945960242
Test_0133,328.53211441076604
Test_0134,199.78256528749864
Test_0135,378.7528194716351
Test_0136,277.74479599693825
Test_0137,147.10709304175106
Test_0138,697.418327993348
Test_0139,100.77442867470839
Test_0140,267.14386007412907
Test_0141,482.95897267534014
Test_0142,242.82972530223066
Test_0143,196.88913095854488
Test_0144,138.13573575719093
Test_0145,380.6826116246423
Test_0146,160.43369214081002
Test_0147,240.13023049881053
Test_0148,452.31067508885945
Test_0149,332.4677284372139
Test_0150,747.4617828045428
Test_0151,152.61781046129246
Test_0152,160.9875567729451
Test_0153,181.2424263160708
Test_0154,107.34106172750543
Test_0155,171.0220627003093
Test_0156,351.0872732143449
Test_0157,204.8205182573248
Test_0158,315.09764582484036
